,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
481476,27,7,1541,1445,2142,2040,241,235,183,62,56,SNA,ORD,1726,44,14,0,54,0,6,0,2
481565,27,7,1253,1230,1727,1645,214,195,189,42,23,DFW,BDL,1471,5,20,0,0,23,19,0,0
481743,27,7,1411,1335,1837,1745,206,190,173,52,36,DFW,PHL,1302,9,24,0,0,6,16,0,30
481774,27,7,1156,1055,1330,1245,94,110,80,45,61,OMA,DFW,583,5,9,0,0,0,0,0,45
481929,27,7,2141,2035,2236,2135,175,180,156,61,66,DFW,LAS,1055,7,12,0,0,0,61,0,0
482019,27,7,1915,1855,2046,2025,91,90,70,21,20,DFW,MCI,460,8,13,0,0,19,1,0,1
482083,27,7,1803,1735,2115,2045,132,130,105,30,28,ORD,LGA,733,13,14,0,23,0,2,0,5
482172,27,7,1801,1750,1918,1850,137,120,107,28,11,DFW,DEN,641,5,25,0,0,11,17,0,0
482529,27,7,1509,1415,1803,1730,114,135,100,33,54,ORD,LGA,733,4,10,0,33,0,0,0,0
482622,27,7,1410,1310,1503,1400,113,110,90,63,60,DFW,ABQ,569,6,17,0,52,0,3,0,8
482712,27,7,1454,1420,1556,1530,182,190,165,26,34,DFW,SNA,1205,6,11,0,0,26,0,0,0
482832,27,7,2151,2105,2312,2235,81,90,65,37,46,DFW,MFE,468,3,13,0,33,0,0,0,4
482859,27,7,1847,1800,2035,1950,168,170,133,45,47,JAX,DFW,919,25,10,0,0,0,0,0,45
483010,27,7,2043,1820,2246,1945,183,145,127,181,143,DFW,TUS,813,35,21,0,0,8,38,0,135
483041,27,7,1756,1525,2000,1735,184,190,153,145,151,RDU,DFW,1062,12,19,0,12,0,0,0,133
483072,27,7,1223,1210,1703,1630,220,200,197,33,13,DFW,JFK,1391,10,13,0,0,13,20,0,0
483134,27,7,1112,1035,1150,1120,98,105,77,30,37,DFW,ELP,551,4,17,0,30,0,0,0,0
483513,27,7,1609,1545,1821,1730,252,225,223,51,24,DFW,SFO,1464,6,23,0,0,0,51,0,0
483602,27,7,9,2215,127,2330,138,135,123,117,114,DFW,TUS,813,5,10,0,34,0,3,0,80
483807,27,7,2310,2240,28,2359,138,139,116,29,30,MIA,BNA,806,7,15,0,29,0,0,0,0
484106,27,7,946,925,1107,1025,81,60,33,42,21,DFW,AUS,190,9,39,0,20,0,21,0,1
484226,27,7,1217,1150,1715,1620,238,210,219,55,27,DFW,BOS,1562,11,8,0,0,16,28,0,11
484288,27,7,1511,1420,1620,1535,129,135,116,45,51,RDU,ORD,647,5,8,0,43,0,0,0,2
484342,27,7,1913,1845,2035,2000,202,195,183,35,28,AUS,LAX,1242,7,12,0,0,0,16,0,19
484369,27,7,1909,1815,2033,1945,84,90,49,48,54,MSP,ORD,334,8,27,0,0,0,0,0,48
484555,27,7,1805,1735,1947,1920,102,105,82,27,30,DFW,OMA,583,3,17,0,12,14,0,0,1
484586,27,7,1209,1145,1657,1640,168,175,143,17,24,ONT,DFW,1189,15,10,0,0,0,0,0,17
484617,27,7,1252,1230,2104,2045,312,315,276,19,22,SFO,MIA,2585,6,30,0,0,0,0,0,19
484803,27,7,1027,1020,1320,1245,173,145,124,35,7,DFW,MSP,852,8,41,0,0,2,28,0,5
484834,27,7,1055,1010,1406,1255,311,285,275,71,45,ORD,SFO,1846,4,32,0,0,0,71,0,0
484896,27,7,1349,1145,1546,1355,237,250,219,111,124,DFW,PDX,1616,2,16,0,0,14,0,0,97
484989,27,7,1953,1940,2322,2230,389,350,336,52,13,MIA,LAX,2342,27,26,0,13,0,39,0,0
485168,27,7,1725,1700,1824,1805,59,65,39,19,25,AUS,DFW,190,12,8,0,19,0,0,0,0
485199,27,7,2009,1850,2233,2040,264,230,230,113,79,DFW,SFO,1464,7,27,0,0,0,104,0,9
485230,27,7,1235,1200,1350,1310,195,190,167,40,35,DFW,SAN,1171,3,25,0,35,0,5,0,0
485374,27,7,1743,1625,2106,2000,143,155,123,66,78,SLC,DFW,988,9,11,0,6,0,0,0,60
485405,27,7,1915,1825,2146,2040,211,195,173,66,50,FLL,DFW,1119,5,33,0,19,0,16,0,31
485467,27,7,1956,1800,17,2225,201,205,179,112,116,DFW,JFK,1391,10,12,0,0,8,0,0,104
485498,27,7,1322,1105,1908,1655,226,230,200,133,137,SEA,DFW,1660,9,17,0,0,0,0,0,133
485622,27,7,1802,1735,1855,1835,53,60,33,20,27,DFW,AUS,190,4,16,0,9,11,0,0,0
485680,27,7,1315,1125,1743,1610,148,165,124,93,110,LAS,DFW,1055,11,13,0,26,0,0,0,67
485835,27,7,1403,1215,1704,1530,121,135,104,94,108,DFW,JAX,919,4,13,0,72,0,0,0,22
485866,27,7,659,645,1155,1130,176,165,152,25,14,PSP,DFW,1126,7,17,0,14,0,11,0,0
486587,27,7,2049,1945,2353,2310,184,205,158,43,64,BOS,MIA,1258,5,21,0,0,6,0,0,37
486707,27,7,1624,1445,2151,2025,207,220,193,86,99,PDX,DFW,1616,4,10,0,0,0,0,0,86
486766,27,7,1528,1445,1906,1820,158,155,137,46,43,DFW,DTW,987,7,14,0,43,0,3,0,0
486796,27,7,1645,1615,1910,1840,145,145,128,30,30,MIA,DCA,920,3,14,0,15,0,0,0,15
486827,27,7,1323,1245,1602,1530,99,105,83,32,38,MSY,MIA,674,6,10,0,3,0,0,0,29
486916,27,7,1054,1015,1308,1240,254,265,224,28,39,DFW,SEA,1660,5,25,0,20,0,0,0,8
486974,27,7,2252,2205,2356,2310,184,185,168,46,47,DFW,SAN,1171,4,12,0,0,8,0,0,38
487063,27,7,1859,1740,2045,1835,226,175,160,130,79,DFW,LAS,1055,16,50,0,0,0,130,0,0
487125,27,7,1328,1255,1637,1600,129,125,105,37,33,DFW,IND,762,8,16,0,0,3,4,0,30
487187,27,7,2014,1915,2242,2215,148,180,135,27,59,LGA,TPA,1011,4,9,0,0,0,1,0,26
487311,27,7,722,705,914,850,112,105,93,24,17,TUL,ORD,585,5,14,0,0,0,24,0,0
487373,27,7,2037,1640,51,2115,134,155,118,216,237,LAS,DFW,1055,5,11,0,0,2,0,0,214
487431,27,7,1818,1635,2358,2240,220,245,199,78,103,SFO,ORD,1846,6,15,0,0,0,4,0,74
487691,27,7,1853,1710,2125,1935,212,205,186,110,103,FLL,ORD,1182,6,20,0,11,0,7,0,92
487755,27,7,1148,1120,1338,1255,170,155,142,43,28,DFW,PHX,868,9,19,0,0,10,15,0,18
487965,27,7,2138,2015,9,2259,91,104,76,70,83,ORD,DCA,612,5,10,0,12,0,0,0,58
488054,27,7,1027,1000,1250,1205,263,245,229,45,27,STL,LAX,1593,23,11,0,27,0,18,0,0
488231,27,7,1539,1520,1737,1715,178,175,130,22,19,CLT,DFW,936,37,11,0,4,0,3,0,15
488343,27,7,1800,1750,2048,2030,108,100,93,18,10,STL,RDU,667,4,11,0,2,0,8,0,8
488490,27,7,2327,1855,246,2220,139,145,117,266,272,FLL,SJU,1046,6,16,0,180,0,0,0,86
488579,27,7,1958,1950,2248,2215,290,265,255,33,8,ORD,LAX,1745,14,21,0,8,0,25,0,0
488672,27,7,1807,1750,2320,2215,253,205,216,65,17,DFW,BOS,1562,11,26,0,0,7,48,0,10
488703,27,7,1213,1145,1720,1700,187,195,162,20,28,RNO,DFW,1345,16,9,0,0,0,0,0,20
488734,27,7,1009,955,1420,1330,191,155,141,50,14,DFW,DTW,987,9,41,0,14,0,36,0,0
488765,27,7,1257,1200,1402,1315,185,195,165,47,57,DFW,SNA,1205,5,15,0,0,18,0,0,29
488796,27,7,926,900,1155,1110,209,190,178,45,26,MIA,DFW,1121,9,22,0,26,0,19,0,0
489078,27,7,1436,1305,1708,1615,152,190,134,53,91,LGA,MIA,1097,7,11,0,6,0,0,0,47
489109,27,7,1828,1705,1932,1810,124,125,103,82,83,MIA,MSY,674,3,18,0,44,0,0,0,38
489260,27,7,1349,1330,1937,1920,228,230,204,17,19,SEA,DFW,1660,9,15,0,1,0,0,0,16
489642,27,7,1525,1440,1649,1610,84,90,72,39,45,DFW,MCI,460,3,9,0,23,0,0,0,16
489766,27,7,1816,1750,2040,2010,264,260,241,30,26,MIA,DEN,1709,6,17,0,22,0,4,0,4
490041,27,7,1452,1425,1807,1750,135,145,119,17,27,DFW,MCO,984,3,13,0,17,0,0,0,0
490134,27,7,2126,1825,30,2145,124,140,97,165,181,LAX,DEN,862,7,20,0,0,0,5,0,160
490165,27,7,1906,1615,2046,1735,100,80,59,191,171,SFO,LAX,337,13,28,0,0,0,23,0,168
490196,27,7,1401,1300,1951,1915,230,255,193,36,61,LAX,ORD,1745,14,23,0,11,0,0,0,25
490320,27,7,1531,1520,1808,1710,217,170,163,58,11,MIA,IAH,964,9,45,0,11,0,47,0,0
490475,27,7,1330,1255,1625,1555,175,180,156,30,35,MIA,EWR,1086,6,13,0,30,0,0,0,0
490793,27,7,2045,1815,2355,2135,130,140,102,140,150,DEN,ORD,888,7,21,0,116,0,0,0,24
490855,27,7,945,825,1431,1240,226,195,182,111,80,DFW,LGA,1389,3,41,0,0,80,31,0,0
490886,27,7,1402,1230,1508,1335,126,125,94,93,92,DFW,DEN,641,16,16,0,0,78,1,0,14
490948,27,7,943,925,1420,1340,217,195,178,40,18,DFW,LGA,1389,3,36,0,0,0,22,0,18
491119,27,7,1844,1745,1941,1850,57,65,39,51,59,MIA,TPA,204,3,15,0,23,0,0,0,28
491212,27,7,1450,1410,1547,1520,57,70,43,27,40,DFW,SAT,247,2,12,0,0,0,0,0,27
491304,27,7,1300,1155,1730,1615,210,200,187,75,65,DFW,LGA,1389,7,16,0,15,16,10,0,34
491366,27,7,1414,1230,1802,1630,168,180,136,92,104,ORD,FLL,1182,9,23,0,92,0,0,0,0
491397,27,7,1258,1105,1543,1420,225,255,188,83,113,LGA,DFW,1389,11,26,0,83,0,0,0,0
491571,27,7,1600,1535,2024,2000,204,205,185,24,25,DFW,LGA,1389,7,12,0,0,3,0,0,21
491602,27,7,1416,1320,1513,1420,57,60,32,53,56,OKC,DFW,175,14,11,0,0,0,0,0,53
491726,27,7,1904,1705,2335,2125,211,200,185,130,119,DFW,LGA,1389,7,19,0,54,0,11,0,65
491788,27,7,1901,1730,2021,1845,200,195,179,96,91,DFW,LAX,1235,8,13,0,0,8,5,0,83
491819,27,7,1504,1330,1813,1635,249,245,191,98,94,LGA,DFW,1389,19,39,0,0,0,4,0,94
491881,27,7,1812,1750,2306,2210,234,200,207,56,22,DFW,LGA,1389,4,23,0,0,5,34,0,17
491912,27,7,1627,1600,1732,1705,65,65,43,27,27,SAT,DFW,247,7,15,0,0,0,0,0,27
492205,27,7,1551,1435,1828,1735,97,120,80,53,76,DEN,DFW,641,5,12,0,2,0,0,0,51
492232,27,7,1840,1830,2312,2245,212,195,194,27,10,DFW,LGA,1389,4,14,0,0,10,17,0,0
492259,27,7,2200,2125,2254,2230,54,65,42,24,35,DFW,SAT,247,2,10,0,24,0,0,0,0
492290,27,7,1851,1659,2118,2014,207,255,190,64,112,LGA,DFW,1389,5,12,0,40,0,0,0,24
492352,27,7,1904,1810,2001,1910,57,60,37,51,54,AUS,DFW,190,8,12,0,4,0,0,0,47
492383,27,7,2051,1955,101,2359,190,184,174,62,56,DFW,LGA,1389,4,12,0,0,15,6,0,41
492931,27,7,1951,1715,101,2250,190,215,165,131,156,LAS,ORD,1515,6,19,0,0,6,0,0,125
493082,27,7,1425,1215,1813,1559,168,164,147,134,130,DFW,DCA,1192,4,17,0,44,0,4,0,86
493206,27,7,1922,1810,2327,2140,185,150,153,107,72,STL,BOS,1046,9,23,0,0,0,107,0,0
493237,27,7,1135,1110,1320,1230,225,200,189,50,25,AUS,LAX,1242,21,15,0,0,0,25,0,25
493522,27,7,832,655,1315,1200,163,185,139,75,97,BUR,DFW,1231,14,10,0,0,0,0,0,75
493552,27,7,1359,1255,1616,1515,137,140,119,61,64,DFW,MSP,852,5,13,0,0,4,0,0,57
493614,27,7,1728,1650,1944,1905,196,195,170,39,38,FLL,DFW,1119,9,17,0,38,0,1,0,0
493859,27,7,1904,1815,2203,2120,119,125,96,43,49,DFW,ATL,732,8,15,0,0,43,0,0,0
493890,27,7,1820,1240,2300,1720,160,160,134,340,340,LAS,DFW,1055,4,22,0,0,13,0,0,327
494037,27,7,1655,1440,2139,1945,164,185,149,114,135,LAS,STL,1372,4,11,0,0,4,0,0,110
494057,27,7,1744,1620,2104,1930,260,250,242,94,84,STT,BOS,1693,8,10,0,5,0,10,0,79
494240,27,7,2219,2155,53,35,154,160,137,18,24,MIA,PHL,1013,4,13,0,0,0,0,0,18
494271,27,7,2015,1930,2257,2155,162,145,140,62,45,MIA,DCA,920,3,19,0,12,0,17,0,33
494395,27,7,1933,1925,2310,2235,157,130,122,35,8,ORD,BOS,867,6,29,0,0,0,35,0,0
494540,27,7,1503,1420,1744,1720,221,240,190,24,43,EWR,DFW,1372,14,17,0,0,0,0,0,24
494570,27,7,1121,1110,1255,1240,94,90,73,15,11,DFW,MCI,460,3,18,0,0,11,4,0,0
494590,27,7,1050,1020,1634,1510,284,230,222,84,30,BOS,STT,1693,5,57,0,0,30,54,0,0
494645,27,7,1547,1425,1809,1645,142,140,123,84,82,DFW,MSP,852,6,13,0,0,7,2,0,75
494703,27,7,1949,1815,2239,2045,290,270,264,114,94,ORD,LAX,1745,10,16,0,29,0,20,0,65
494792,27,7,1037,750,1505,1230,208,220,192,155,167,IAD,SJU,1571,3,13,0,155,0,0,0,0
494823,27,7,2357,2125,121,2300,84,95,70,141,152,DFW,STL,551,2,12,0,0,1,0,0,140
494850,27,7,1843,1555,2311,2030,148,155,124,161,168,LAS,DFW,1055,6,18,0,0,19,0,0,142
494912,27,7,1223,1140,1530,1429,187,169,168,61,43,MIA,LGA,1097,4,15,0,31,0,18,0,12
495062,27,7,1552,1420,1921,1715,209,175,175,126,92,MIA,JFK,1090,12,22,0,64,0,34,0,28
495093,27,7,1250,1235,1500,1420,190,165,168,40,15,SJU,MIA,1045,8,14,0,0,0,25,0,15
495124,27,7,2124,2050,2219,2155,55,65,37,24,34,MIA,MCO,193,3,15,0,24,0,0,0,0
495185,27,7,617,600,1012,935,175,155,121,37,17,DFW,MIA,1121,5,49,0,0,17,20,0,0
495241,27,7,859,715,1232,1055,153,160,119,97,104,DFW,MIA,1121,11,23,0,97,0,0,0,0
495306,27,7,2306,2135,144,2359,158,144,133,105,91,MIA,BWI,946,7,18,0,19,0,14,0,72
495577,27,7,1234,1150,1757,1715,203,205,169,42,44,OAK,DFW,1456,9,25,0,11,0,0,0,31
495608,27,7,1646,1640,2049,1945,363,305,314,64,6,MIA,PHX,1972,7,42,0,4,0,58,0,2
495707,27,7,2228,2115,50,2340,142,145,128,70,73,MIA,DCA,920,5,9,0,41,0,0,0,29
495738,27,7,2017,1930,2110,2030,53,60,36,40,47,TPA,MIA,204,5,12,0,0,0,0,0,40
495826,27,7,1341,1310,1705,1645,144,155,120,20,31,SLC,DFW,988,10,14,0,0,0,0,0,20
495911,27,7,1454,1425,1701,1645,247,260,230,16,29,DFW,SEA,1660,4,13,0,10,0,0,0,6
495973,27,7,842,835,1050,1035,248,240,224,15,7,ORD,LAS,1515,8,16,0,0,7,8,0,0
496066,27,7,1620,1215,2135,1735,195,200,181,240,245,SJC,AUS,1476,6,8,0,0,0,0,0,240
496186,27,7,1505,1420,1812,1750,247,270,219,22,45,BOS,DFW,1562,15,13,0,0,9,0,0,13
496217,27,7,1920,1840,2011,1945,111,125,92,26,40,DFW,DEN,641,8,11,0,8,10,0,0,8
496341,27,7,1229,1210,1544,1525,135,135,120,19,19,STL,LGA,887,5,10,0,1,0,0,0,18
496798,27,7,1740,1640,1836,1745,56,65,42,51,60,DFW,SAT,247,2,12,0,51,0,0,0,0
497158,27,7,1133,1105,1316,1255,163,170,128,21,28,BOS,ORD,867,9,26,0,0,21,0,0,0
497278,27,7,2008,1930,2142,2105,214,215,196,37,38,DFW,RNO,1345,6,12,0,0,9,0,0,28
497309,27,7,1726,1650,1900,1835,94,105,72,25,36,MCI,DFW,460,13,9,0,0,0,0,0,25
497460,27,7,1855,1640,2059,1910,184,210,163,109,135,DCA,DFW,1192,8,13,0,0,0,2,0,107
497491,27,7,2148,1955,2313,2115,145,140,119,118,113,DFW,TUS,813,13,13,0,0,9,5,0,104
497553,27,7,1338,1250,1610,1355,272,185,162,135,48,DFW,LAS,1055,11,99,0,0,0,135,0,0
497584,27,7,1150,950,1655,1440,245,230,225,135,120,BOS,SJU,1674,3,17,0,0,120,15,0,0
497704,27,7,2132,2105,2225,2205,113,120,92,20,27,DFW,DEN,641,6,15,0,0,11,9,0,0
497731,27,7,1914,1830,2014,1940,60,70,43,34,44,SAT,DFW,247,6,11,0,0,0,0,0,34
497762,27,7,1731,1710,2137,2120,186,190,170,17,21,DFW,PHL,1302,3,13,0,0,0,9,0,8
497820,27,7,1649,1620,1950,1930,121,130,107,20,29,DFW,ATL,732,6,8,0,0,2,0,0,18
497828,27,7,1304,1215,1611,1535,127,140,103,36,49,PHX,DFW,868,17,7,0,0,0,0,0,36
497972,27,7,2040,2005,2215,2150,155,165,131,25,35,BOS,ORD,867,12,12,0,0,0,0,0,25
498277,27,7,1843,1645,1954,1755,191,190,170,119,118,DFW,SAN,1171,3,18,0,76,0,1,0,42
498489,27,7,1035,925,1510,1345,215,200,170,85,70,PHX,ORD,1440,11,34,0,70,0,15,0,0
498582,27,7,1432,1350,1910,1850,158,180,141,20,42,SAN,DFW,1171,3,14,0,1,0,0,0,19
498613,27,7,1522,1420,1915,1759,173,159,159,76,62,DFW,DCA,1192,2,12,0,0,15,14,0,47
498644,27,7,1304,1200,1432,1335,88,95,73,57,64,MSY,DFW,448,6,9,0,0,5,0,0,52
498733,27,7,1614,1605,2001,1929,167,144,130,32,9,STL,LGA,887,17,20,0,9,0,23,0,0
498760,27,7,1948,1850,2156,2115,188,205,167,41,58,DCA,DFW,1192,5,16,0,0,0,0,0,41
498942,27,7,1909,1845,2003,1945,54,60,32,18,24,DFW,AUS,190,5,17,0,0,10,0,0,8
499089,27,7,1109,1040,1256,1220,107,100,83,36,29,DFW,STL,551,5,19,0,0,29,7,0,0
499271,27,7,1324,1305,1837,1730,253,205,212,67,19,DFW,BOS,1562,6,35,0,19,0,48,0,0
499333,27,7,1045,930,1345,1220,180,170,156,85,75,MIA,LGA,1097,6,18,0,75,0,10,0,0
499395,27,7,2203,2115,35,5,332,350,305,30,48,MIA,LAX,2342,6,21,0,27,0,0,0,3
499488,27,7,1556,1525,1651,1625,55,60,39,26,31,AUS,DFW,190,4,12,0,0,0,0,0,26
499515,27,7,2027,2010,2219,2140,172,150,113,39,17,ATL,DFW,732,33,26,0,0,0,22,0,17
499542,27,7,2310,2240,2352,2335,42,55,32,17,30,DFW,AUS,190,2,8,0,17,0,0,0,0
499573,27,7,1542,1050,1727,1155,225,185,162,332,292,DFW,LAS,1055,8,55,0,53,0,40,0,239
499724,27,7,1755,1735,2029,2000,154,145,132,29,20,MIA,DCA,920,3,19,0,18,0,9,0,2
499929,27,7,915,830,1123,1015,128,105,88,68,45,DFW,OMA,583,3,37,0,0,45,23,0,0
499991,27,7,1511,1330,2029,1905,198,215,170,84,101,SFO,DFW,1464,13,15,0,0,0,1,0,83
500022,27,7,1133,1125,1449,1350,256,205,214,59,8,ORD,SLC,1249,6,36,0,0,0,54,0,5
500115,27,7,2133,1810,2255,1950,82,100,69,185,203,MSY,DFW,448,6,7,0,185,0,0,0,0
500231,27,7,1826,1740,1913,1835,107,115,89,38,46,DFW,COS,592,7,11,0,38,0,0,0,0
500347,27,7,2207,2130,2315,2240,68,70,50,35,37,DFW,ICT,328,3,15,0,0,35,0,0,0
500378,27,7,725,600,905,700,100,60,44,125,85,AUS,DFW,190,16,40,0,85,0,40,0,0
500409,27,7,1000,800,1246,1025,286,265,232,141,120,DFW,SEA,1660,6,48,0,0,20,21,0,100
500440,27,7,1531,1435,1924,1845,173,190,141,39,56,SLC,ORD,1249,9,23,0,1,0,0,0,38
500522,27,7,2119,2040,134,50,195,190,172,44,39,DFW,EWR,1372,7,16,0,0,10,5,0,29
500971,27,7,1651,1555,2204,2120,193,205,169,44,56,SFO,DFW,1464,8,16,0,0,0,0,0,44
500995,27,7,1840,1800,2015,1959,155,179,129,16,40,BOS,ORD,867,8,18,0,0,0,0,0,16
501056,27,7,1748,1535,2013,1820,205,225,171,113,133,PHL,DFW,1302,14,20,0,0,0,7,0,106
501138,27,7,1944,1905,2138,2110,174,185,134,28,39,DTW,DFW,987,23,17,0,0,0,0,0,28
501365,27,7,2020,1810,2210,2035,170,205,155,95,130,LGA,MSP,1020,4,11,0,0,0,0,0,95
501423,27,7,2211,2120,118,15,187,175,161,63,51,MIA,BDL,1194,6,20,0,51,0,12,0,0
501543,27,7,1256,1220,1634,1605,158,165,144,29,36,AUS,RDU,1162,5,9,0,0,0,0,0,29
501570,27,7,1709,1650,1903,1825,114,95,82,38,19,RDU,LGA,431,20,12,0,0,0,19,0,19
501694,27,7,2037,1935,2121,2035,44,60,30,46,62,DFW,AUS,190,5,9,0,0,14,0,0,32
501725,27,7,1631,1355,2056,1840,145,165,124,136,156,LAS,DFW,1055,14,7,0,0,0,0,0,136
501787,27,7,1102,1055,1358,1335,116,100,77,23,7,ELP,DFW,551,24,15,0,0,0,16,0,7
501818,27,7,1021,955,1229,1135,188,160,140,54,26,DFW,PHX,868,4,44,0,18,0,28,0,8
501973,27,7,134,2340,658,510,204,210,190,108,114,SEA,DFW,1660,4,10,0,69,0,0,0,39
502062,27,7,1726,1630,1820,1730,54,60,34,50,56,DFW,AUS,190,6,14,0,0,16,0,0,34
502093,27,7,1541,1425,1633,1535,52,70,39,58,76,TUL,DFW,237,5,8,0,0,0,1,0,57
502155,27,7,1504,1425,1637,1600,93,95,77,37,39,DFW,BHM,597,2,14,0,0,4,0,0,33
502186,27,7,1803,1740,2031,2015,148,155,125,16,23,DCA,MIA,920,13,10,0,7,0,6,0,3
502217,27,7,2005,1850,2246,2135,101,105,84,71,75,MSY,MIA,674,6,11,0,0,0,0,0,71
502403,27,7,1702,1555,1919,1830,137,155,114,49,67,MSP,DFW,852,11,12,0,4,0,0,0,45
502434,27,7,1421,1305,1840,1729,199,204,167,71,76,TUS,ORD,1437,18,14,0,6,0,0,0,65
502709,27,7,950,940,1337,1320,167,160,146,17,10,DFW,DCA,1192,2,19,0,0,10,7,0,0
502888,27,7,1420,1350,1749,1730,149,160,124,19,30,DFW,MIA,1121,5,20,0,0,13,0,0,6
502946,27,7,1122,1105,1402,1330,280,265,253,32,17,ORD,LAX,1745,12,15,0,17,0,15,0,0
503039,27,7,1810,1725,2126,2055,256,270,212,31,45,BOS,DFW,1562,8,36,0,10,0,0,0,21
503066,27,7,2216,2150,2346,2315,90,85,73,31,26,DFW,MCI,460,3,14,0,0,10,5,0,16
503403,27,7,1959,1920,2226,2155,147,155,121,31,39,DCA,MIA,920,6,20,0,3,0,4,0,24
503589,27,7,17,2210,224,2350,247,220,226,154,127,DFW,SFO,1464,6,15,0,35,0,117,0,2
503651,27,7,2008,1845,2334,2150,266,245,249,104,83,SJU,BOS,1674,8,9,0,0,0,21,0,83
503709,27,7,1401,1330,1507,1440,186,190,168,27,31,DFW,SNA,1205,5,13,0,0,21,0,0,6
503736,27,7,2001,1930,2250,2215,109,105,92,35,31,DEN,DFW,641,8,9,0,3,0,4,0,28
503918,27,7,2049,2015,2328,2250,159,155,142,38,34,TPA,LGA,1011,6,11,0,0,0,7,0,31
504007,27,7,1435,1405,1657,1640,142,155,123,17,30,DCA,MIA,920,9,10,0,10,0,0,0,7
504255,27,7,1841,1750,2145,2110,124,140,110,35,51,IAH,MIA,964,5,9,0,0,0,0,0,35
504684,27,7,1337,1305,1824,1805,167,180,148,19,32,LAX,AUS,1242,5,14,0,0,4,0,0,15
504963,27,7,1655,1610,2006,1930,131,140,107,36,45,DFW,TPA,929,3,21,0,0,14,0,0,22
505025,27,7,1447,1400,1942,1855,175,175,147,47,47,SNA,DFW,1205,11,17,0,0,0,5,0,42
505145,27,7,1135,1120,1444,1420,189,180,163,24,15,MIA,DTW,1145,12,14,0,15,0,9,0,0
505350,27,7,2147,2025,54,2345,247,260,209,69,82,BOS,DFW,1562,4,34,0,0,4,0,0,65
505381,27,7,1451,1430,1824,1735,273,245,253,49,21,SJU,BOS,1674,8,12,0,21,0,28,0,0
505493,27,7,1816,1755,2053,2020,277,265,249,33,21,ORD,SAN,1723,2,26,0,21,0,12,0,0
505551,27,7,1930,1800,2231,2115,121,135,105,76,90,PHX,DFW,868,7,9,0,0,0,0,0,76
505694,27,7,1414,1405,1652,1635,278,270,248,17,9,ORD,LAX,1745,10,20,0,9,0,8,0,0
505752,27,7,1331,945,1541,1135,250,230,218,246,226,DFW,SJC,1438,6,26,0,0,10,20,0,216
505783,27,7,927,745,1246,845,199,60,41,241,102,OKC,DFW,175,14,144,0,0,0,241,0,0
505865,27,7,1528,1400,1631,1505,123,125,105,86,88,DFW,DEN,641,5,13,0,22,15,0,0,49
506016,27,7,2120,2045,19,2355,119,130,103,24,35,DFW,JAX,919,5,11,0,14,10,0,0,0
506047,27,7,2045,1850,2233,2035,228,225,206,118,115,DFW,SJC,1438,4,18,0,0,0,46,0,72
506078,27,7,1754,1610,1927,1800,153,170,138,87,104,JAX,DFW,919,7,8,0,8,0,0,0,79
506283,27,7,1217,940,1328,1100,71,80,49,148,157,MSP,ORD,334,11,11,0,148,0,0,0,0
506376,27,7,1518,1450,1713,1640,175,170,146,33,28,TPA,DFW,929,19,10,0,7,0,5,0,21
506708,27,7,2110,2005,2331,2230,261,265,242,61,65,ORD,SEA,1721,5,14,0,18,0,0,0,43
506797,27,7,2306,2110,206,5,180,175,153,121,116,MIA,EWR,1086,5,22,0,116,0,5,0,0
506828,27,7,1433,1400,1816,1745,163,165,131,31,33,DFW,FLL,1119,6,26,0,19,0,0,0,12
506944,27,7,1718,1640,1837,1810,139,150,105,27,38,IND,DFW,762,24,10,0,1,0,0,0,26
507129,27,7,1321,1300,1517,1445,176,165,147,32,21,TPA,DFW,929,13,16,0,0,0,11,0,21
507749,27,7,1559,1430,1904,1630,305,240,223,154,89,ORD,LAS,1515,6,76,0,0,0,154,0,0
507779,27,7,1432,1420,1746,1730,134,130,104,16,12,TUS,DFW,813,16,14,0,12,0,4,0,0
508085,27,7,1658,1425,1802,1530,184,185,167,152,153,DFW,SAN,1171,3,14,0,151,0,0,0,1
508116,27,7,914,905,1241,1220,147,135,106,21,9,DFW,TPA,929,5,36,0,9,0,12,0,0
508205,27,7,1227,1210,1355,1330,88,80,50,25,17,ICT,DFW,328,22,16,0,0,0,8,0,17
508298,27,7,1141,1120,1455,1440,134,140,123,15,21,DFW,CLT,936,3,8,0,0,7,0,0,8
508480,27,7,1406,1315,1612,1505,246,230,211,67,51,DFW,SFO,1464,8,27,0,0,0,63,0,4
508538,27,7,1350,1230,1546,1420,236,230,214,86,80,DFW,SFO,1464,8,14,0,0,0,86,0,0
508631,27,7,1029,1020,1245,1210,196,170,156,35,9,TPA,DFW,929,27,13,0,0,0,26,0,9
508662,27,7,1434,1410,1742,1725,128,135,106,17,24,ORD,EWR,719,11,11,0,17,0,0,0,0
508693,27,7,1117,1105,1240,1205,143,120,113,35,12,MIA,MSY,674,10,20,0,2,0,23,0,10
508786,27,7,1537,1455,1938,1810,421,375,373,88,42,MIA,SFO,2585,6,42,0,0,0,88,0,0
